join_key,state,fdid,inc_date,inc_no,exp_no,loc_type,num_mile,street_pre,streetname,streettype,streetsuf,apt_no,city,state_id,zip5,zip4,x_street,year
LA51027100320140000281000,LA,51027,10032014,0000281,000,1,338,,Sorrell R R Rd,,,,Jeanerette,LA,70544,,,2014
CA33052100920140106279000,CA,33052,10092014,0106279,000,1,00048559,,VIA AMISTAD,,,,LAQ,CA,92253,,48516 BLK VISTA LAGUNA 48516,2014
MA17347082520140004295000,MA,17347,08252014,0004295,000,1,26,,GREEN,ST,,,Woburn,MA,01801,,,2014
NC09213082420140024927000,NC,09213,08242014,0024927,000,1,3204,,HUDDLESTONE,DR,,201,RALEIGH,NC,27601,,,2014
NC03423090220151514387000,NC,03423,09022015,1514387,000,1,3450,,HEALY,DR,,APT 2,WINSTON SALEM,NC,27103,,ASHLEYBROOK LN,2015
KY30136062520160056155000,KY,30136,06252016,0056155,000,1,1706,,Daniels,LN,,,Owensboro,KY,42303,,,2016
CA31150123120150002250000,CA,31150,12312015,0002250,000,1,9151,,TANGLEWOOD,,,,Loomis,CA,95650,,,2015
FL19182121120160088330000,FL,19182,12112016,0088330,000,1,1954,,Otterbein,AVE,,,COCOA,FL,32926,,,2016
NY55011040220160160193000,NY,55011,04022016,0160193,000,1,32,,Janivar Drive,,,,Ithaca,NY,14850,,,2016
MI06325012120030000173000,MI,06325,01212003,0000173,000,2, , ,JOHN R,ST, , ,Madison Heights,MI,48071, ,M6,2003
NY36026053120150000428000,NY,36026,05312015,0000428,000,1,180,,SEWARD AVE,,,,Middletown,NY,10940,,,2015
LA08010082320020004979000,LA,08010,08232002,0004979,000,1,4921, ,MEDICAL,DR, , ,BOSSIER CITY,LA,71112, , ,2002
TXDH720122920160018428000,TX,DH720,12292016,0018428,000,1,2212,,SYBIL,DR,,,MESQUITE,TX,75149,,2212 SYBIL DR,2016
IN49002110920021102914000,IN,49002,11092002,1102914,000,1,202, ,Garstang, , , ,Beech Grove,IN,46107, , ,2002
MO09507122320030003598000,MO,09507,12232003,0003598,000,1,712, ,KERLEY CT, , , ,ELLISVILLE,MO,63011, , ,2003
MI01127050620030000017000,MI,01127,05062003,0000017,000,1,605,S,Elm,ST, , ,Three Oaks,MI,49128, , ,2003
ILKA191030320160001971000,IL,KA191,03032016,0001971,000,1,1596,N,LAFOX,ST,,,SOUTH ELGIN,IL,60177,,,2016
MI03920090620160000559000,MI,03920,09062016,0000559,000,1,6440,,Palomino,PARK,,,TexasTownship of,MI,49009,,,2016
FL12251031820160005092000,FL,12251,03182016,0005092,000,1,6128,,Wilander,ST,,,LEESBURG,FL,34748,,,2016
OK55004111120020003039000,OK,55004,11112002,0003039,000,1,2501, ,Wynstone,CT, , ,Edmond,OK,73034, , ,2002
GA04405041820160044081000,GA,04405,04182016,0044081,000,1,3101,,COLONIAL,WAY,,O,Chamblee,GA,30341,,,2016
WY23511060120150000017000,WY,23511,06012015,0000017,000,1,200,,5th St,,,,COKEVILLE,WY,83114,,,2015
MS61018072420161601093000,MS,61018,07242016,1601093,000,1,1417,,BARNETT BEND,CIR,,,BRANDON,MS,39047,,,2016
MA17207052520140003667000,MA,17207,05252014,0003667,000,1,25,,ARMORY ST,ST,,,NEWTON,MA,02465,,,2014
CA54040082920140350710000,CA,54040,08292014,0350710,000,2,,W,King,AVE,,,Tulare,CA,93274,,Sacramento,2014
CA34080041520140021972000,CA,34080,04152014,0021972,000,1,3133,,16TH,ST,,,Sacramento,CA,95818,,,2014
NJ02270071020120000129000,NJ,02270,07102012,0000129,000,2,,,Broadway,,,,Hillsdale,NJ,07642,,Cross ST,2012
TXKA926060420161550012000,TX,KA926,06042016,1550012,000,2,,N,SHEPHERD,DR,,,HOUSTON,TX,77018,,CURTIN ST,2016
CO06960031220140003389000,CO,06960,03122014,0003389,000,1,2613,,ADOBE,DR,,,FORT COLLINS,CO,80525,,,2014
CA19145112920140073843000,CA,19145,11292014,0073843,000,1,2029,N,FAIR OAKS AV,,,,PASADENA,CA,91103,,,2014
MO02406080420160001704000,MO,02406,08042016,0001704,000,1,320,W,Excelsior,ST,,605,Excelsior Springs,MO,64024,,,2016
MI05019041120030002477000,MI,05019,04112003,0002477,000,1,06775, ,Nineteen Mile Road, , , ,Sterling Heights,MI,48314, , ,2003
MA13281081520030007476000,MA,13281,08152003,0007476,000,1,15, ,CATHERINE,ST, , ,Springfield,MA,01109, , ,2003
CA34090100620140135710000,CA,34090,10062014,0135710,000,1,6010,,34th,ST,,114,North Highlands,CA,95660,,,2014
KSSG402050220020013004000,KS,SG402,05022002,0013004,000,1,3707,N,WOODLAWN,ST, , ,Wichita,KS,67220, , ,2002
ILJC148111420100000736000,IL,JC148,11142010,0000736,000,1,301,N,Oak,ST, , ,Ina,IL,62846, , ,2010
GA05601112820030004635000,GA,05601,11282003,0004635,000,1,204, ,Brooks,DR, , ,Tyrone,GA,30290, ,East Crestwood RD,2003
SC40104052220160016055000,SC,40104,05222016,0016055,000,1,1000,,Cross Ridge,RD,,,BLYTHEWOOD,SC,29016,,,2016
ILSB111051220030004479000,IL,SB111,05122003,0004479,000, , , ,1136 N 13TH, , , , , ,62701, , ,2003
MI02804070220160001481000,MI,02804,07022016,0001481,000,2,,N,Union,ST,,,Traverse City,MI,49684,,W Front ST,2016
NC04903123120150119446000,NC,04903,12312015,0119446,000,1,170,,POWELL BRIDGE,RD,,,Harmony,NC,28634,,,2015
NY28008100920150027163000,NY,28008,10092015,0027163,000,1,54,,ARGO PK,,,,ROCHESTER,NY,14613,,DRIVING PARK AV,2015
NV03002101520166303000000,NV,03002,10152016,6303000,000,1,301,,Fremont,ST,,,Las Vegas,NV,89101,,,2016
VA15506042420160000571000,VA,15506,04242016,0000571,000,1,4531,,DRAPER VALLEY RD,,,,PULASKI,VA,24301,,,2016
NC01303030120151501659000,NC,01303,03012015,1501659,000,1,780,,CLOISTER,CT,NW,12,CONCORD,NC,28027,,,2015
NJ01031070520150001027000,NJ,01031,07052015,0001027,000,2,,,BEACH AREA SWIMRECRETN,BCH,,,BRIGANTINE,NJ,08203,,14th ST S,2015
NC03203120320141436392000,NC,03203,12032014,1436392,000,3,5502,,NC 55,HWY,,,DURHAM,NC,27713,,,2014
WA17D10022520140001380000,WA,17D10,02252014,0001380,000,1,4210,,223rd,PL,SE,,ISSAQUAH,WA,98029,,4210 223rd Pl Se,2014
ILCS931020820140088815000,IL,CS931,02082014,0088815,000,1,3225,N,SHEFFIELD,AVE,,,Chicago,IL,60657,,X1949 BL W SCHOOL ST X2100,2014
ID01100071120148010623000,ID,01100,07112014,8010623,000,1,7956,W,WAR BONNET,DR,,,Boise,ID,83709,,,2014
NY52067070220160161710000,NY,52067,07022016,0161710,000,1,35,,BAGATELLE ROAD,,,,MELVILLE,NY,11747,,SOUTH SERVICE ROAD,2016
OH50107011120160000128000,OH,50107,01112016,0000128,000,1,7303,,Market,ST,,,Boardman,OH,44512,,,2016
CA33005111920160139920000,CA,33005,11192016,0139920,000,1,00000220,N,CHERRY,ST,,,BAN,CA,92220,,1300 BLK E WILLIAMS ST 1250 B,2016
OH47029110620160001552000,OH,47029,11062016,0001552,000,1,4547,,Day,ST,,,Sheffield,OH,44054,,,2016
WI2004011142009111409c000,WI,20040,11142009,111409c,000,1, , ,N8170 Deadwood Pt. Rd, , , ,Fond du Lac,WI,54935, , ,2009
FL10242031320150002531000,FL,10242,03132015,0002531,000,1,5001,S,UNIVERSITY,DR,,,DAVIE,FL,33328,,,2015
NH50380010920150000076000,NH,50380,01092015,0000076,000,1,21,,PINECREST,DR,,,BEDFORD,NH,03110,,,2015
IN71002083120160002804000,IN,71002,08312016,0002804,000,1,51412,,Lilac,RD,,,South Bend,IN,46628,,,2016
NY28017071220141403902000,NY,28017,07122014,1403902,000,1,1309,,LONG POND,RD,,,ROCHESTER,NY,14626,,,2014
FL03051030520150017634000,FL,03051,03052015,0017634,000,1,,,MILLER,,,,Valrico,FL,33511,,,2015
CO01601012820030004861000,CO,01601,01282003,0004861,000,1,9050,E,Hampden,AVE, , ,Denver,CO,80231, , ,2003
FL06172073120160009309000,FL,06172,07312016,0009309,000,2,,W,LINTON,BLVD,,,DELRAY BEACH,FL,33445,,AUGUSTA CT,2016
AL02903051920161605083000,AL,02903,05192016,1605083,000,1,,,686 N College,ST,,,Eclectic,AL,36024,,,2016
ILCN161091320150036600000,IL,CN161,09132015,0036600,000,1,1330,,RAND,RD,,80,DES PLAINES,IL,60016,,,2015
OH43001021520080000322000,OH,43001,02152008,0000322,000,3,34931, ,VINE,ST, , ,Eastlake,OH,44095, , ,2008
NH72730020720110000257000,NH,72730,02072011,0000257,000,1,777, ,MIDDLE,RD, , ,PORTSMOUTH,NH,03801, , ,2011
ILCS931110520160781235000,IL,CS931,11052016,0781235,000,1,116,W,ELM,ST,,218,Chicago,IL,60610,,X11140 BL N LA SALLE DR X2,2016
VA15301110720130919988000,VA,15301,11072013,0919988,000,1,3562,,EAGLE RIDGE,DR,,,WOOD,VA,22191,,,2013
MA23042072420080001754000,MA,23042,07242008,0001754,000,1,33, ,MEADOW,LN, , ,BRIDGEWATER,MA,02324, , ,2008
MD03111082020020409708000,MD,03111,08202002,0409708,000, , , ,1700 TAYLOR AV, , , , , ,21234, , ,2002
GA06401071120150001743000,GA,06401,07112015,0001743,000,1,155,,KINMAN,RD,SW,,CALHOUNST ADDRESS,GA,30701,,,2015
OR00569081220150191569000,OR,00569,08122015,0191569,000,1,36881,,GOATS,RD,,,SPRINGFIELD,OR,97478,,,2015
OR00219090120160001569000,OR,00219,09012016,0001569,000,1,,,CORDON,,,,Salem,OR,97305,,CORDON,2016
ILCS931122820140860534000,IL,CS931,12282014,0860534,000,1,3255,E,91ST,ST,,,Chicago,IL,60617,,X19057 BL S BUFFALO AV X29,2014
NV03050060920155173003000,NV,03050,06092015,5173003,000,1,6800,E,Russell,RD,,,Las Vegas,NV,89122,,,2015
ILSB111030920050002620000,IL,SB111,03092005,0002620,000,1,1849, ,M. L. KING,DR, , ,Springfield,IL,62703, , ,2005
KSWY101061020160005310000,KS,WY101,06102016,0005310,000,1,3901,,RAINBOW,BLVD,,5218,KANSAS CITY,KS,66160,,,2016
MD25001081520140102924000,MD,25001,08152014,0102924,000,1,527,N,ELLWOOD,AVE,,,BALTIMORE,MD,21205,,,2014
NC06002030920160021787000,NC,06002,03092016,0021787,000,1,4121,,DINGLEWOOD,,,,Charlotte,NC,28205,,,2016
MD25001011920140008994000,MD,25001,01192014,0008994,000,1,2327,N,CHARLES,ST,,,BALTIMORE,MD,21202,,,2014
VA51000112120160022726000,VA,51000,11212016,0022726,000,1,2244,N,BEAUREGARD,ST,,11,ALEXANDRIA,VA,22311,,,2016
MD25001011120140005514000,MD,25001,01112014,0005514,000,1,5411,,KNELL,AVE,,,BALTIMORE,MD,21206,,,2014
AZ08183012220080004125000,AZ,08183,01222008,0004125,000,1,2512,E,MCKELLIPS,RD, , ,Mesa,AZ,85201, , ,2008
OH31015070220060183167000,OH,31015,07022006,0183167,000, , , ,6180 GLENWAY AV, , , , , ,45238, , ,2006
CA36193032720151519891000,CA,36193,03272015,1519891,000,1,15000,,Hook,BLVD,,,VICTORVILLE,CA,92394,,15000 Hook Blvd,2015
AZ11223041420161627238000,AZ,11223,04142016,1627238,000,1,3003,W,BROADWAY,,,,Tucson,AZ,85745,,,2016
MS37009021820150201588000,MS,37009,02182015,0201588,000,1,677,,HWY 589,,,11,PURVIS,MS,39475,,,2015
AZ11032060220161615643000,AZ,11032,06022016,1615643,000,1,11965,N,PASEO ANASTASIA,,,,TUCSON,AZ,85653,,,2016
CO01601061620140054500000,CO,01601,06162014,0054500,000,1,1525,N,Willow,ST,,3,DENVER,CO,80220,,,2014
TXKN608061420020001634000,TX,KN608,06142002,0001634,000, , , ,200 S 10TH, , , , , ,78501, , ,2002
LA02010091520160000552000,LA,02010,09152016,0000552,000,1,259,,Wright,RD,,,Oakdale,LA,71463,,,2016
OH18097012520160000319000,OH,18097,01252016,0000319,000,1,28700,,Center Ridge,RD,,,Westlake,OH,44145,,,2016
NY46026051120160001585000,NY,46026,05112016,0001585,000,1,156,,Lawrence,ST,,,Saratoga Springs,NY,12866,,Woodlawn Commons Harkness,2016
ILLA172021320030000551000,IL,LA172,02132003,0000551,000,1,17937,W,Greentree,RD, , ,Grayslake,IL,60030, , ,2003
SC11106110920140140364000,SC,11106,11092014,0140364,000,1,110,,Midway,RD,,,Gaffney,SC,29341,,,2014
NY24001121620130991110000,NY,24001,12162013,0991110,000,1,233,,SANDS ST,,,,New York City,NY,11201,,,2013
FL64038122820150016541000,FL,64038,12282015,0016541,000,1,475,,SEAGATE,DR,,CTOR,Naples,FL,34108,,,2015
KSSG111031820140013829000,KS,SG111,03182014,0013829,000,1,1607,N,PARKRIDGE,ST,,,Wichita,KS,67202,,,2014
PA11030041820140000031000,PA,11030,04182014,0000031,000,1,,,Rt 56 Haws Pike,,,,Lower YoderTownshi,PA,15906,,,2014
CA33050102220150119646000,CA,33050,10222015,0119646,000,1,00043640,,RECLINATA,,,,INDO,CA,92253,,81320 BLK PALUDOSA DR 81149 B,2015
GA14801022520070000130000,GA,14801,02252007,0000130,000,1,3990, ,Cleve,RD, , ,Waycross,GA,31503, , ,2007
MO03907101620140012224000,MO,03907,10162014,0012224,000,1,1011,W,DIVISION,ST,,,SPRINGFIELD,MO,65802,,,2014
TXWB901040320150930199000,TX,WB901,04032015,0930199,000,1,5701,,OVERTON RIDGE,BLVD,,1902,Fort Worth,TX,76132,,,2015
OK72015022420060000065000,OK,72015,02242006,0000065,000,1,4709,S,221 w ave, , , ,sand springs,OK,74063, , ,2006
WA37D03031220030000346000,WA,37D03,03122003,0000346,000,1,456, ,C,ST, ,1,BLAINE,WA,98230, , ,2003
CO11725081020150002979000,CO,11725,08102015,0002979,000,1,20800,,I70 WEST,HWY,,,DILLON,CO,80435,,,2015
TXAW503091720160000633000,TX,AW503,09172016,0000633,000,1,226,,Carolwood,,,,Castle Hills,TX,78213,,,2016
VA08700031420140008182000,VA,08700,03142014,0008182,000,1,2298,,HAMPSTEAD AVE,,,1,RICHMOND,VA,23230,,,2014
CO01354022920160000455000,CO,01354,02292016,0000455,000,1,2343,,High Lonesome Trail,,,,Lafayette,CO,80026,,,2016
KSSG111102420140057750000,KS,SG111,10242014,0057750,000,1,824,S,WATER,ST,,,Wichita,KS,67211,,,2014
MA27277012020141400117000,MA,27277,01202014,1400117,000,1,185,,MIDDLE,RD,,,SOUTHBOROUGH,MA,01772,,,2014
TXWB616010220140000021000,TX,WB616,01022014,0000021,000,1,600,W,SH 114,,,WB,GRAPEVINE,TX,76051,,,2014
MEG0210052120160000738000,ME,G0210,05212016,0000738,000,1,15,,Broadway,,,,Rockland,ME,04841,,,2016
MS30010100720100020286000,MS,30010,10072010,0020286,000,1,9208, ,Pointe Aux Chene,RD, , ,Ocean Springs,MS,39564, , ,2010
TXNP603122220020002167000,TX,NP603,12222002,0002167,000,1,437, ,SHERWOOD, , , ,BURLESON,TX,76028, , ,2002
CA30005121420141433530000,CA,30005,12142014,1433530,000,1,607,S,CITRON,,,,Anaheim,CA,92805,,,2014
CA19145050220160029758000,CA,19145,05022016,0029758,000,1,4080,,PARK VISTA,DR,,,PASADENA,CA,91107,,,2016
CT08111041420100001535000,CT,08111,04142010,0001535,000,1,1, ,Mohegan Sun Boulevard, , , ,Uncasville,CT,06382, , ,2010
AR32301050920082008109000,AR,32301,05092008,2008109,000,1,1325,E,Main,ST, , ,Batesville,AR,72501, ,St.Louis,2008
FL08092030820160680320000,FL,08092,03082016,0680320,000,1,132,S,Charles Richard Beall,BLVD,,,DeBary,FL,32713,,,2016
TXSP706112020160043998000,TX,SP706,11202016,0043998,000,1,845,,LANTANA,ST,,123,CORPUS CHRISTI,TX,78408,,,2016
IN54001102020060002446000,IN,54001,10202006,0002446,000,1,1112,W,WABASH,AVE, , ,CRAWFORDSVILLE,IN,47933, , ,2006
NY24001052520160564261000,NY,24001,05252016,0564261,000,1,1646,,WILLIAMSBRIDGE RD,,,,New York City,NY,10461,,,2016
FL07252031020150022610000,FL,07252,03102015,0022610,000,1,800,,ECONLOCKHATCHEE,,,,Metropolis,FL,11111,,,2015
WI08070040420150010944000,WI,08070,04042015,0010944,000,1,W1944,,REDWOOD RD,,,,CHILTON,WI,53014,,,2015
AR12010070420022002074000,AR,12010,07042002,2002074,000,2, , ,Dry Mtn,RD, , ,Wilburn,AR,72179, ,Wilburn Rd,2002
FL01032091020155195786000,FL,01032,09102015,5195786,000,1,4609,NW,191ST,ST,,,MIAMI GARDENS,FL,33055,,,2015
LA03020060520160001167000,LA,03020,06052016,0001167,000,1,1604,S,BURNSIDE,AVE,,,GONZALES,LA,70737,,,2016
OK72009062020020017235000,OK,72009,06202002,0017235,000,1,2100, ,MEMORIAL, , , ,TULSA,OK,74129, , ,2002
CO01360090220150007283000,CO,01360,09022015,0007283,000,1,250,,KIMBARK,ST,,,LONGMONT,CO,80501,,,2015
CA43080051720151370056000,CA,43080,05172015,1370056,000,1,14520,,FRUITVALE,,,,SARATOGA,CA,95070,,,2015
CA33555011720070005608000,CA,33555,01172007,0005608,000,5, , ,I-10 East, , , ,SANG,CA,92230, ,West of Haugen-Lehman on the F,2007
TXSP706011020140001285000,TX,SP706,01102014,0001285,000,1,3401,S,ALAMEDA,ST,,,CORPUS CHRISTI,TX,78411,,,2014
KY00166022720030100693000,KY,00166,02272003,0100693,000,1,32, ,Happy Hollow,RD, , ,Prestonsburg,KY,41653, , ,2003
ILWG221010620151500316000,IL,WG221,01062015,1500316,000,1,6310,,VENTURA,CT,,,PLAINFIELD,IL,60586,,6310 VENTURA CT,2015
CA37140112220140126263000,CA,37140,11222014,0126263,000,1,3500,,Sports Arena Bl,,,,SAN DIEGO,CA,92110,,3500 Sports Arena Bl,2014
NC02507122620140000437000,NC,02507,12262014,0000437,000,1,6325,,County Line,RD,,,New Bern,NC,28560,,6325 County Line Road,2014
FL06301051820030038187000,FL,06301,05182003,0038187,000, , , ,14728 WILDFLOWER LN,, , , , , ,33446, ,2003
NC09213070120120018420000,NC,09213,07012012,0018420,000,2,,,NEW BERN,AVE,,,RALEIGH,NC,27601,,TRAWICK RD,2012
CT06100013020140000830000,CT,06100,01302014,0000830,000,1,00010,,GREENWAY,ST,,,HAMDEN,CT,06517,,,2014
FL11062033020160009749000,FL,11062,03302016,0009749,000,1,4354,,23RD,AVE,,,COUNTY,FL,32606,,,2016
CA19145100320150063994000,CA,19145,10032015,0063994,000,1,2140,,Canyon Close,RD,,,Pasadena,CA,91107,,,2015
NJ14296082520140000375000,NJ,14296,08252014,0000375,000,1,205,,Cherry Hill,RD,,,Parsippany,NJ,07054,,,2014
FL32042031420150005639000,FL,32042,03142015,0005639,000,1,1267,,Old Dixie,,,,VERO BEACH,FL,32960,,,2015
IN1400809132016016-863000,IN,14008,09132016,016-863,000,1,520,SE,2,ST,,808,WASHINGTON,IN,47501,,,2016
MI08207031820140004353000,MI,08207,03182014,0004353,000,1,7444,,GEORGIA,ST,,,Detroit,MI,48213,,,2014
NM01007041020160023892000,NM,01007,04102016,0023892,000,3,,,WILMOORE DR SEROSS,AVE,SE,,Albuquerque,NM,87108,,,2016
NY25011022420160000547000,NY,25011,02242016,0000547,000,1,8489,,VAN AMBER,RD,,,LOWVILLE,NY,13367,,,2016
FL12012032320140140991000,FL,12012,03232014,0140991,000,1,411,W,WOODWARD,AVE,,104,EUSTIS,FL,32726,,,2014
MD15555060620160069789000,MD,15555,06062016,0069789,000,1,2101,,FAIRLAND,RD,,,SILVER SPRING,MD,20904,,,2016
MI03809070320050000603000,MI,03809,07032005,0000603,000,1,429, ,LOCKWOOD,ST, , ,JACKSON,MI,49201, ,MATTHEWS ST.,2005
NC02901061620166012962000,NC,02901,06162016,6012962,000,1,217,,CIRCLE,DR,,,LEXINGTON,NC,27295,,,2016
OH30213080520100000069000,OH,30213,08052010,0000069,000,1,65683, ,Endly Road,RD, , ,Cambridge,OH,43725, , ,2010
TN33512041620160005087000,TN,33512,04162016,0005087,000,1,7706,,SCRAPESHIN,TRL,,,Chattanooga,TN,37421,,,2016
UT49010040220151501383000,UT,49010,04022015,1501383,000,1,175,S,400,,E,,Orem,UT,84057,,OREM HIGH SCHOOL,2015
MA17010121520033024290000,MA,17010,12152003,3024290,000,1,3, ,UNIVERSITY RD, , , ,ARLINGTON,MA,02474, , ,2003
MA13061071720150003775000,MA,13061,07172015,0003775,000,1,46,,CENTER,ST,,,Chicopee,MA,01020,,,2015
IN49022100720166214455000,IN,49022,10072016,6214455,000,1,2976,S,LYONS AV,,,,INDIANAPOLIS,IN,46241,,,2016
NY24001101820140947015000,NY,24001,10182014,0947015,000,1,71,,BROOKLYN AVE,,,,New York City,NY,11216,,,2014
CA07060092020166091382000,CA,07060,09202016,6091382,000,1,11,,Altarinda,RD,,11,Orinda,CA,ORI,,11 Altarinda Rd,2016
CA04010040920160003284000,CA,04010,04092016,0003284,000,1,1350,,MANZANITA,AVE,,22,Chico,CA,95926,,MARIPOSA AVE,2016
TXKA926031420140720104000,TX,KA926,03142014,0720104,000,1,12607,,ASHFORD MEADOW,DR,,C,HOUSTON,TX,77077,,,2014
OH09015081920161608234000,OH,09015,08192016,1608234,000,1,631,,WOODLAWN,AVE,,801,HAMILTON,OH,45015,,,2016
ILWD154090420162016126000,IL,WD154,09042016,2016126,000,1,643,,US 45,,,,Fairfield,IL,62837,,,2016
MI01303081320160004459000,MI,01303,08132016,0004459,000,1,148,E,MICHIGAN,AVE,,,BATTLE CREEK,MI,49014,,,2016
NY60018052420161600473000,NY,60018,05242016,1600473,000,1,12,,RUTLAND,RD,,,GREENBURGH,NY,10583,,,2016
MD03156121120030474091000,MD,03156,12112003,0474091,000, , , ,136 CHARGEUR RD, , , , , ,2, , ,2003
TXTC701020720050001039000,TX,TC701,02072005,0001039,000,1,9700,E,Interstate 40, , , ,Amarillo,TX,79118, ,9700 E Interstate 40,2005
OK72009111120160050343000,OK,72009,11112016,0050343,000,1,2035,N,85TH,AVE,,,Tulsa,OK,74115,,,2016
ILDD182121520150003944000,IL,DD182,12152015,0003944,000,1,1601,N,Mannhiem,,,,Stone Park,IL,60165,,,2015
IN03004072620161602929000,IN,03004,07262016,1602929,000,1,4101,,WAYCROSS,DR,,1035,COLUMBUS,IN,47203,,,2016
VA71000021620160005624000,VA,71000,02162016,0005624,000,1,217,,35TH,ST,,1,Norfolk,VA,23508,,,2016
NY01001010620150008007000,NY,01001,01062015,0008007,000,1,40,N,PEARL,ST,,,ALBANY,NY,12207,,PINE ST,2015
MA17037072120160000290000,MA,17037,07212016,0000290,000,1,325,,BOXBORO,RD,,,Stow,MA,01775,,,2016
CA19110051320160138418000,CA,19110,05132016,0138418,000,1,12221,S,HAWTHORNE,,,,HAWTHORNE,CA,00000,0000,btwn W 120TH ST,2016
MD08012051020050007038000,MD,08012,05102005,0007038,000,4,2040, ,St. Thomas,DR, , ,Waldorf,MD,20603, , ,2005
FL07212041820160018844000,FL,07212,04182016,0018844,000,1,4256,,LAKE UNDERHILL,RD,,,ORLANDO,FL,32803,,4256 LAKE UNDERHILL RD,2016
TN82841061120150003317000,TN,82841,06112015,0003317,000,1,1236,,Moreland,DR,,,Kingsport,TN,37663,,,2015
CA27025062320140001381000,CA,27025,06232014,0001381,000,1,2672,,SAN JUAN,RD,,,Monterey County,CA,93907,,,2014
ILCS452020520120000241000,IL,CS452,02052012,0000241,000,1,17109,,Elm,DR,,,Hazel Crest,IL,60429,,,2012
ILCN132040820150013487000,IL,CN132,04082015,0013487,000,1,9351,,BAY COLONY,DR,,,Des Plaines,IL,60016,,,2015
WA29M07060320030001125000,WA,29M07,06032003,0001125,000,1,1008,S,3RD,ST, , ,Mount Vernon,WA,98273, , ,2003
TXKA926091420152560403000,TX,KA926,09142015,2560403,000,1,6363,W,AIRPORT,BLVD,,1521,HOUSTON,TX,77071,,,2015
KSLV101091920150001884000,KS,LV101,09192015,0001884,000,1,100,,LIMIT,ST,,,Leavenworth,KS,66048,,,2015
PA25320081320160003414000,PA,25320,08132016,0003414,000,2,,W,8TH ST,ST,,,Erie,PA,16505,,PITTSBURGH AVE,2016
VT12405011020150000046000,VT,12405,01102015,0000046,000,1,8,,NORTH,ST,,,BARRE,VT,05641,,,2015
NY52049040220140000267000,NY,52049,04022014,0000267,000,1,3,,CANTERBURY DRIVE,,,,HAUPPAUGE,NY,11788,,TOWN LINE ROAD,2014
MD15555050720160056533000,MD,15555,05072016,0056533,000,1,16408,,DEER LAKE,RD,,,DERWOOD,MD,20855,,,2016
NM45061061620140610456000,NM,45061,06162014,0610456,000,1,10200,,NM371,,,,FarmingtonCCD,NM,87401,,,2014
NC01409092020150000926000,NC,01409,09202015,0000926,000,1,1409,,Conway,DR,,,Lenoir,NC,28645,,,2015
TXWP801070820140145838000,TX,WP801,07082014,0145838,000,1,2300,W,NORTH LOOP,BLVD,,406,AUSTIN,TX,78756,,,2014
MA09163070720150007311000,MA,09163,07072015,0007311,000,1,16,,ARLINGTON ST,ST,,,LYNN,MA,01905,,,2015
AL00102071920150032227000,AL,00102,07192015,0032227,000,2,,,AVENUE V,,,,BIRMINGHAM,AL,35208,,BESSEMER,2015
FL08021042120161120221000,FL,08021,04212016,1120221,000,1,1691,,PROVIDENCE,BLVD,,,DELTONA,FL,32725,,,2016
WA17M02062320160008949000,WA,17M02,06232016,0008949,000,1,1111,,110th,AVE,NE,,BELLEVUE,WA,98004,,1111 110th Ave Ne,2016
FL27012022620160160593000,FL,27012,02262016,0160593,000,1,3221,,Tubbs,RD,,,Sebring,FL,33870,,,2016
MI08224062820030000090000,MI,08224,06282003,0000090,000,1,29272, ,W. HURON RIVER,DR, , ,Flat Rock,MI,48134, ,EAST OF MIDDLEBELT,2003
AZ11223042620151527813000,AZ,11223,04262015,1527813,000,1,6280,E,PIMA,ST,,,Tucson,AZ,85712,,,2015
CA19105060920140000725000,CA,19105,06092014,0000725,000,1,11985,N,NUGENT,DR,,,LOS ANGELES,CA,91344,,NUGENT                      DR,2014
TXAW824071820160709475000,TX,AW824,07182016,0709475,000,1,258,,Readwell,DR,,,SAN ANTONIO,TX,78220,,258 Readwell Dr,2016
ILRC183061820100000052000,IL,RC183,06182010,0000052,000,1, , ,Out of District - unknown, , , ,CORDOVA,IL,61242, , ,2010
AZ08263121020150418046000,AZ,08263,12102015,0418046,000,1,14502,W,MEEKER,,,PURPLE A16,SUN CITY WEST,AZ,85375,,,2015
CA37170022320160002105000,CA,37170,02232016,0002105,000,1,306,,Morningside Te,,,,VISTA,CA,92084,,306 Morningside Te,2016
MA17002032620161601085000,MA,17002,03262016,1601085,000,1,10,,DEVON DR,,,201,ACTON,MA,01720,,From Hartland Way 10 is the,2016
OH31059121120100121101000,OH,31059,12112010,0121101,000,2, ,W,Loveland,AVE, , ,Loveland,OH,45140, ,Loveland-Madeira RD,2010
AZ09102041220030001105000,AZ,09102,04122003,0001105,000,1,2010,E,Andy Devine,AVE, , ,Kingman,AZ,86401, , ,2003
MI06312041620020000440000,MI,06312,04162002,0000440,000,1,1891, ,FOUR OAKS, , , ,Commerce Township,MI,48382, , ,2002
MER2910082220160001706000,ME,R2910,08222016,0001706,000,1,141,,THOMPSON,RD,,,Kennebunk,ME,04043,,,2016
VA05900070620161882439000,VA,05900,07062016,1882439,000,2,,,EXPRESS LANE NB,,,,SPRINGFIELD,OO,22151,,I495 NB THRU RAMP,2016
GA10601081320160018823000,GA,10601,08132016,0018823,000,1,1509,,WILDWOOD,AVE,,A1,COLUMBUS,GA,31906,,,2016
OH39023080420160000863000,OH,39023,08042016,0000863,000,1,3200,,ST RTE 61 S,,,,WILLARD,OH,44890,,,2016
